	Name_in_tree	Taxon	Clade	Subclade	Subclade_2	Max_age	Min_age	FL	FC	FML	FAP	HL	HC	HML	HAP	Juvenile	Bonebed
946	Vagaceratops_irvinensis	Vagaceratops_irvinensis	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
947	Valdosaurus_canaliculatus	Valdosaurus_canaliculatus	Ornithischia	Iguanodontia	Iguanodontia	Late_Barremian	Late_Barremian	224	90	26.3	26.8	NA	NA	NA	NA	0	0
948	Velafrons_coahuilensis	Velafrons_coahuilensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
949	not	Wannanosaurus_yansiensis	Ornithischia	Pachycephalosauria	Pachycephalosauria	Early_Maastrichtian	Early_Maastrichtian	92.5	33	NA	NA	43	16	NA	NA	1	0
950	Willinakaqe_salitralensis	Willinakaqe_salitralensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	1000	NA	NA	NA	550	NA	NA	NA	0	1
951	Wulagasaurus_dongi	Wulagasaurus_dongi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	522	NA	NA	76	0	1
952	not	Xiaosaurus_dashanpensis	Ornithischia	Ornithischia	Ornithischia	Bajocian	Callovian	110	NA	11.6	NA	87	NA	8.7	NA	0	0
953	Xuanhuaceratops_niei	Xuanhuaceratops_niei	Ornithischia	Ceratopsia	Ceratopsia_1	Bajocian	Callovian	NA	NA	NA	NA	40	NA	NA	NA	0	0
954	not	Xuwulong_yueluni	Ornithischia	Hadrosauroidea	Hadrosauroidea	Aptian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
955	Yamaceratops_dorngobiensis	Yamaceratops_dorngobiensis	Ornithischia	Ceratopsia	Ceratopsia_2	Santonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
956	Yandusaurus_hongheensis	Yandusaurus_hongheensis	Ornithischia	Ornithischia	Ornithischia	Bajocian	Callovian	NA	NA	NA	NA	292.1	NA	31.2	21.5	0	0
957	Yinlong_downsi	Yinlong_downsi	Ornithischia	Ceratopsia	Ceratopsia_1	Oxfordian	Oxfordian	152	41	NA	NA	91	45	NA	NA	0	0
958	not	Yueosaurus_tiantaiensis	Ornithischia	Ornithischia	Ornithischia	Aptian	Cenomanian	NA	NA	10.5	12	65	NA	7.9	6.4	0	0
959	Zalmoxes_robustus	Zalmoxes_robustus	Ornithischia	Iguanodontia	Iguanodontia	Maastrichtian	Maastrichtian	321	125	43	31	210	83	27	23.3	0	0
960	Zalmoxes_shqiperorum	Zalmoxes_shqiperorum	Ornithischia	Iguanodontia	Iguanodontia	Early_Maastrichtian	Early_Maastrichtian	309	124	41.9	30.8	NA	NA	NA	NA	0	0
961	Zephyrosaurus_schaffi	Zephyrosaurus_schaffi	Ornithischia	Ornithischia	Ornithischia	Late_Aptian	Early_Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
962	Zhejiangosaurus_lishuiensis	Zhejiangosaurus_lishuiensis	Ornithischia	Ankylosauria	Ankylosauria	Cenomanian	Cenomanian	525	NA	80	62	NA	NA	NA	NA	0	0
963	Zhongyuanosaurus_luoyangensis	Zhongyuansaurus_luoyangensis	Ornithischia	Ankylosauria	Ankylosauria	Cenomanian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
964	Zhuchengceratops_inexpectus	Zhuchengceratops_inexpectus	Ornithischia	Ceratopsia	Ceratopsia_3	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
965	Zuniceratops_christopheri	Zuniceratops_christopheri	Ornithischia	Ceratopsidae	Ceratopsidae	Middle_Turonian	Middle_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
966	Lagerpeton_chanarensis	Lagerpeton_chanarensis	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Ladinian	Ladinian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
967	Dromomeron_gregorii	Dromomeron_gregorii	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Carnian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
968	Dromomeron_romeri	Dromomeron_romeri	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Norian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
969	Marasuchus_lilloensis	Marasuchus_lilloensis	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Ladinian	Ladinian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
970	Lewisuchus_admixtus	Lewisuchus_admixtus	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Ladinian	Ladinian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
971	Asilisaurus_kongwe	Asilisaurus_kongwe	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Anisian	Anisian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
972	Eucoelophysis_baldwini	Eucoelophysis_baldwini	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Norian	Rhaetian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
973	Silesaurus_opolensis	Silesaurus_opolensis	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Carnian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
974	Sacisaurus_agudoensis	Sacisaurus_agudoensis	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Norian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
975	Diodorus_scytobrachion	Diodorus_scytobrachion	Dinosauromorpha	Dinosauromorpha	Dinosauromorpha	Carnian	Carnian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
